"","x"
"8821","Fully.Paid"
"8822","Fully.Paid"
"8823","Fully.Paid"
"8824","Charged.Off"
"8825","Charged.Off"
"8826","Fully.Paid"
"8827","Charged.Off"
"8828","Fully.Paid"
"8829","Fully.Paid"
"8830","Fully.Paid"
"8831","Fully.Paid"
"8832","Fully.Paid"
"8833","Fully.Paid"
"8834","Fully.Paid"
"8835","Fully.Paid"
"8836","Fully.Paid"
"8837","Fully.Paid"
"8838","Charged.Off"
"8839","Fully.Paid"
"8840","Fully.Paid"
"8841","Fully.Paid"
"8842","Fully.Paid"
"8843","Fully.Paid"
"8844","Fully.Paid"
"8845","Fully.Paid"
"8846","Fully.Paid"
"8847","Fully.Paid"
"8848","Fully.Paid"
"8849","Fully.Paid"
"8850","Fully.Paid"
"8851","Fully.Paid"
"8852","Fully.Paid"
"8853","Fully.Paid"
"8854","Fully.Paid"
"8855","Fully.Paid"
"8856","Fully.Paid"
"8857","Fully.Paid"
"8858","Fully.Paid"
"8859","Charged.Off"
"8860","Fully.Paid"
"8861","Fully.Paid"
"8862","Fully.Paid"
"8863","Fully.Paid"
"8864","Fully.Paid"
"8865","Fully.Paid"
"8866","Fully.Paid"
"8867","Fully.Paid"
"8868","Fully.Paid"
"8869","Fully.Paid"
"8870","Fully.Paid"
"8871","Fully.Paid"
"8872","Fully.Paid"
"8873","Fully.Paid"
"8874","Fully.Paid"
"8875","Fully.Paid"
"8876","Fully.Paid"
"8877","Fully.Paid"
"8878","Fully.Paid"
"8879","Fully.Paid"
"8880","Fully.Paid"
"8881","Fully.Paid"
"8882","Fully.Paid"
"8883","Fully.Paid"
"8884","Fully.Paid"
"8885","Fully.Paid"
"8886","Fully.Paid"
"8887","Fully.Paid"
"8888","Fully.Paid"
"8889","Fully.Paid"
"8890","Charged.Off"
"8891","Fully.Paid"
"8892","Charged.Off"
"8893","Fully.Paid"
"8894","Fully.Paid"
"8895","Fully.Paid"
"8896","Fully.Paid"
"8897","Fully.Paid"
"8898","Charged.Off"
"8899","Fully.Paid"
"8900","Fully.Paid"
"8901","Fully.Paid"
"8902","Fully.Paid"
"8903","Charged.Off"
"8904","Fully.Paid"
"8905","Fully.Paid"
"8906","Fully.Paid"
"8907","Fully.Paid"
"8908","Fully.Paid"
"8909","Fully.Paid"
"8910","Charged.Off"
"8911","Fully.Paid"
"8912","Fully.Paid"
"8913","Charged.Off"
"8914","Fully.Paid"
"8915","Fully.Paid"
"8916","Fully.Paid"
"8917","Fully.Paid"
"8918","Fully.Paid"
"8919","Fully.Paid"
"8920","Charged.Off"
"8921","Fully.Paid"
"8922","Fully.Paid"
"8923","Fully.Paid"
"8924","Fully.Paid"
"8925","Fully.Paid"
"8926","Fully.Paid"
"8927","Fully.Paid"
"8928","Fully.Paid"
"8929","Charged.Off"
"8930","Fully.Paid"
"8931","Fully.Paid"
"8932","Fully.Paid"
"8933","Fully.Paid"
"8934","Fully.Paid"
"8935","Fully.Paid"
"8936","Fully.Paid"
"8937","Fully.Paid"
"8938","Fully.Paid"
"8939","Charged.Off"
"8940","Charged.Off"
"8941","Charged.Off"
"8942","Fully.Paid"
"8943","Fully.Paid"
"8944","Fully.Paid"
"8945","Fully.Paid"
"8946","Fully.Paid"
"8947","Fully.Paid"
"8948","Fully.Paid"
"8949","Fully.Paid"
"8950","Fully.Paid"
"8951","Charged.Off"
"8952","Fully.Paid"
"8953","Charged.Off"
"8954","Charged.Off"
"8955","Charged.Off"
"8956","Fully.Paid"
"8957","Fully.Paid"
"8958","Fully.Paid"
"8959","Fully.Paid"
"8960","Fully.Paid"
"8961","Fully.Paid"
"8962","Fully.Paid"
"8963","Fully.Paid"
"8964","Fully.Paid"
"8965","Fully.Paid"
"8966","Fully.Paid"
"8967","Charged.Off"
"8968","Fully.Paid"
"8969","Charged.Off"
"8970","Fully.Paid"
"8971","Fully.Paid"
"8972","Fully.Paid"
"8973","Charged.Off"
"8974","Charged.Off"
"8975","Fully.Paid"
"8976","Fully.Paid"
"8977","Fully.Paid"
"8978","Fully.Paid"
"8979","Charged.Off"
"8980","Fully.Paid"
"8981","Fully.Paid"
"8982","Charged.Off"
"8983","Charged.Off"
"8984","Fully.Paid"
"8985","Fully.Paid"
"8986","Charged.Off"
"8987","Fully.Paid"
"8988","Fully.Paid"
"8989","Fully.Paid"
"8990","Charged.Off"
"8991","Fully.Paid"
"8992","Fully.Paid"
"8993","Fully.Paid"
"8994","Fully.Paid"
"8995","Fully.Paid"
"8996","Fully.Paid"
"8997","Fully.Paid"
"8998","Fully.Paid"
"8999","Fully.Paid"
"9000","Fully.Paid"
"9001","Fully.Paid"
"9002","Fully.Paid"
"9003","Fully.Paid"
"9004","Fully.Paid"
"9005","Fully.Paid"
"9006","Fully.Paid"
"9007","Fully.Paid"
"9008","Fully.Paid"
"9009","Fully.Paid"
"9010","Fully.Paid"
"9011","Fully.Paid"
"9012","Fully.Paid"
"9013","Fully.Paid"
"9014","Fully.Paid"
"9015","Fully.Paid"
"9016","Charged.Off"
"9017","Fully.Paid"
"9018","Charged.Off"
"9019","Charged.Off"
"9020","Fully.Paid"
"9021","Charged.Off"
"9022","Fully.Paid"
"9023","Fully.Paid"
"9024","Fully.Paid"
"9025","Fully.Paid"
"9026","Fully.Paid"
"9027","Fully.Paid"
"9028","Fully.Paid"
"9029","Charged.Off"
"9030","Fully.Paid"
"9031","Fully.Paid"
"9032","Fully.Paid"
"9033","Fully.Paid"
"9034","Fully.Paid"
"9035","Charged.Off"
"9036","Fully.Paid"
"9037","Fully.Paid"
"9038","Fully.Paid"
"9039","Fully.Paid"
"9040","Fully.Paid"
"9041","Fully.Paid"
"9042","Fully.Paid"
"9043","Charged.Off"
"9044","Fully.Paid"
"9045","Fully.Paid"
"9046","Fully.Paid"
"9047","Charged.Off"
"9048","Fully.Paid"
"9049","Fully.Paid"
"9050","Fully.Paid"
"9051","Fully.Paid"
"9052","Fully.Paid"
"9053","Fully.Paid"
"9054","Fully.Paid"
"9055","Fully.Paid"
"9056","Charged.Off"
"9057","Fully.Paid"
"9058","Fully.Paid"
"9059","Fully.Paid"
"9060","Fully.Paid"
"9061","Fully.Paid"
"9062","Charged.Off"
"9063","Fully.Paid"
"9064","Fully.Paid"
"9065","Fully.Paid"
"9066","Charged.Off"
"9067","Fully.Paid"
"9068","Fully.Paid"
"9069","Fully.Paid"
"9070","Fully.Paid"
"9071","Fully.Paid"
"9072","Fully.Paid"
"9073","Fully.Paid"
"9074","Fully.Paid"
"9075","Fully.Paid"
"9076","Fully.Paid"
"9077","Fully.Paid"
"9078","Charged.Off"
"9079","Fully.Paid"
"9080","Fully.Paid"
"9081","Fully.Paid"
"9082","Fully.Paid"
"9083","Fully.Paid"
"9084","Fully.Paid"
"9085","Fully.Paid"
"9086","Fully.Paid"
"9087","Charged.Off"
"9088","Fully.Paid"
"9089","Fully.Paid"
"9090","Fully.Paid"
"9091","Fully.Paid"
"9092","Charged.Off"
"9093","Charged.Off"
"9094","Fully.Paid"
"9095","Fully.Paid"
"9096","Fully.Paid"
"9097","Fully.Paid"
"9098","Fully.Paid"
"9099","Fully.Paid"
"9100","Fully.Paid"
"9101","Fully.Paid"
"9102","Fully.Paid"
"9103","Fully.Paid"
"9104","Fully.Paid"
"9105","Fully.Paid"
"9106","Charged.Off"
"9107","Fully.Paid"
"9108","Fully.Paid"
"9109","Charged.Off"
"9110","Fully.Paid"
"9111","Fully.Paid"
"9112","Fully.Paid"
"9113","Fully.Paid"
"9114","Fully.Paid"
"9115","Fully.Paid"
"9116","Fully.Paid"
"9117","Charged.Off"
"9118","Fully.Paid"
"9119","Fully.Paid"
"9120","Fully.Paid"
"9121","Fully.Paid"
"9122","Fully.Paid"
"9123","Fully.Paid"
"9124","Fully.Paid"
"9125","Fully.Paid"
"9126","Fully.Paid"
"9127","Fully.Paid"
"9128","Fully.Paid"
"9129","Fully.Paid"
"9130","Fully.Paid"
"9131","Charged.Off"
"9132","Charged.Off"
"9133","Fully.Paid"
"9134","Fully.Paid"
"9135","Fully.Paid"
"9136","Fully.Paid"
"9137","Fully.Paid"
"9138","Fully.Paid"
"9139","Fully.Paid"
"9140","Fully.Paid"
"9141","Fully.Paid"
"9142","Fully.Paid"
"9143","Fully.Paid"
"9144","Fully.Paid"
"9145","Fully.Paid"
"9146","Fully.Paid"
"9147","Fully.Paid"
"9148","Fully.Paid"
"9149","Fully.Paid"
"9150","Fully.Paid"
"9151","Fully.Paid"
"9152","Fully.Paid"
"9153","Fully.Paid"
"9154","Charged.Off"
"9155","Fully.Paid"
"9156","Fully.Paid"
"9157","Fully.Paid"
"9158","Fully.Paid"
"9159","Fully.Paid"
"9160","Fully.Paid"
"9161","Fully.Paid"
"9162","Fully.Paid"
"9163","Charged.Off"
"9164","Fully.Paid"
"9165","Fully.Paid"
"9166","Fully.Paid"
"9167","Fully.Paid"
"9168","Fully.Paid"
"9169","Charged.Off"
"9170","Fully.Paid"
"9171","Fully.Paid"
"9172","Fully.Paid"
"9173","Fully.Paid"
"9174","Fully.Paid"
"9175","Fully.Paid"
"9176","Charged.Off"
"9177","Fully.Paid"
"9178","Fully.Paid"
"9179","Fully.Paid"
"9180","Fully.Paid"
"9181","Fully.Paid"
"9182","Fully.Paid"
"9183","Charged.Off"
"9184","Charged.Off"
"9185","Fully.Paid"
"9186","Fully.Paid"
"9187","Fully.Paid"
"9188","Fully.Paid"
"9189","Fully.Paid"
"9190","Fully.Paid"
"9191","Fully.Paid"
"9192","Fully.Paid"
"9193","Fully.Paid"
"9194","Fully.Paid"
"9195","Fully.Paid"
"9196","Fully.Paid"
"9197","Fully.Paid"
"9198","Fully.Paid"
"9199","Fully.Paid"
"9200","Fully.Paid"
"9201","Fully.Paid"
"9202","Fully.Paid"
"9203","Fully.Paid"
"9204","Fully.Paid"
"9205","Fully.Paid"
"9206","Fully.Paid"
"9207","Charged.Off"
"9208","Charged.Off"
"9209","Fully.Paid"
"9210","Fully.Paid"
"9211","Fully.Paid"
"9212","Fully.Paid"
"9213","Fully.Paid"
"9214","Fully.Paid"
"9215","Fully.Paid"
"9216","Fully.Paid"
"9217","Fully.Paid"
"9218","Charged.Off"
"9219","Fully.Paid"
"9220","Fully.Paid"
"9221","Fully.Paid"
"9222","Fully.Paid"
"9223","Fully.Paid"
"9224","Fully.Paid"
"9225","Fully.Paid"
"9226","Fully.Paid"
"9227","Fully.Paid"
"9228","Fully.Paid"
"9229","Fully.Paid"
"9230","Fully.Paid"
"9231","Fully.Paid"
"9232","Fully.Paid"
"9233","Fully.Paid"
"9234","Fully.Paid"
"9235","Fully.Paid"
"9236","Fully.Paid"
"9237","Charged.Off"
"9238","Fully.Paid"
"9239","Fully.Paid"
"9240","Fully.Paid"
"9241","Fully.Paid"
"9242","Fully.Paid"
"9243","Fully.Paid"
"9244","Fully.Paid"
"9245","Charged.Off"
"9246","Fully.Paid"
"9247","Fully.Paid"
"9248","Fully.Paid"
"9249","Charged.Off"
"9250","Fully.Paid"
"9251","Fully.Paid"
"9252","Fully.Paid"
"9253","Fully.Paid"
"9254","Fully.Paid"
"9255","Fully.Paid"
"9256","Fully.Paid"
"9257","Fully.Paid"
"9258","Fully.Paid"
"9259","Fully.Paid"
"9260","Fully.Paid"
"9261","Fully.Paid"
"9262","Fully.Paid"
"9263","Charged.Off"
"9264","Fully.Paid"
"9265","Fully.Paid"
"9266","Fully.Paid"
"9267","Fully.Paid"
"9268","Fully.Paid"
"9269","Fully.Paid"
"9270","Fully.Paid"
"9271","Fully.Paid"
"9272","Charged.Off"
"9273","Fully.Paid"
"9274","Fully.Paid"
"9275","Fully.Paid"
"9276","Charged.Off"
"9277","Fully.Paid"
"9278","Fully.Paid"
"9279","Fully.Paid"
"9280","Fully.Paid"
"9281","Fully.Paid"
"9282","Fully.Paid"
"9283","Fully.Paid"
"9284","Fully.Paid"
"9285","Fully.Paid"
"9286","Fully.Paid"
"9287","Charged.Off"
"9288","Fully.Paid"
"9289","Fully.Paid"
"9290","Fully.Paid"
"9291","Fully.Paid"
"9292","Fully.Paid"
"9293","Fully.Paid"
"9294","Fully.Paid"
"9295","Charged.Off"
"9296","Fully.Paid"
"9297","Fully.Paid"
"9298","Fully.Paid"
"9299","Fully.Paid"
"9300","Fully.Paid"
"9301","Fully.Paid"
"9302","Fully.Paid"
"9303","Charged.Off"
"9304","Fully.Paid"
"9305","Fully.Paid"
"9306","Fully.Paid"
"9307","Fully.Paid"
"9308","Charged.Off"
"9309","Fully.Paid"
"9310","Fully.Paid"
"9311","Fully.Paid"
"9312","Fully.Paid"
"9313","Charged.Off"
"9314","Fully.Paid"
"9315","Fully.Paid"
"9316","Fully.Paid"
"9317","Fully.Paid"
"9318","Fully.Paid"
"9319","Fully.Paid"
"9320","Fully.Paid"
"9321","Fully.Paid"
"9322","Fully.Paid"
"9323","Charged.Off"
"9324","Fully.Paid"
"9325","Fully.Paid"
"9326","Fully.Paid"
"9327","Fully.Paid"
"9328","Fully.Paid"
"9329","Fully.Paid"
"9330","Fully.Paid"
"9331","Charged.Off"
"9332","Fully.Paid"
"9333","Fully.Paid"
"9334","Fully.Paid"
"9335","Fully.Paid"
"9336","Fully.Paid"
"9337","Fully.Paid"
"9338","Fully.Paid"
"9339","Fully.Paid"
"9340","Fully.Paid"
"9341","Fully.Paid"
"9342","Fully.Paid"
"9343","Fully.Paid"
"9344","Fully.Paid"
"9345","Fully.Paid"
"9346","Fully.Paid"
"9347","Fully.Paid"
"9348","Fully.Paid"
"9349","Charged.Off"
"9350","Fully.Paid"
"9351","Fully.Paid"
"9352","Fully.Paid"
"9353","Charged.Off"
"9354","Fully.Paid"
"9355","Fully.Paid"
"9356","Charged.Off"
"9357","Fully.Paid"
"9358","Fully.Paid"
"9359","Fully.Paid"
"9360","Fully.Paid"
"9361","Charged.Off"
"9362","Fully.Paid"
"9363","Charged.Off"
"9364","Fully.Paid"
"9365","Fully.Paid"
"9366","Fully.Paid"
"9367","Fully.Paid"
"9368","Fully.Paid"
"9369","Fully.Paid"
"9370","Fully.Paid"
"9371","Fully.Paid"
"9372","Fully.Paid"
"9373","Fully.Paid"
"9374","Fully.Paid"
"9375","Fully.Paid"
"9376","Fully.Paid"
"9377","Fully.Paid"
"9378","Fully.Paid"
"9379","Fully.Paid"
"9380","Fully.Paid"
"9381","Fully.Paid"
"9382","Fully.Paid"
"9383","Fully.Paid"
"9384","Charged.Off"
"9385","Fully.Paid"
"9386","Fully.Paid"
"9387","Fully.Paid"
"9388","Fully.Paid"
"9389","Fully.Paid"
"9390","Fully.Paid"
"9391","Fully.Paid"
"9392","Fully.Paid"
"9393","Fully.Paid"
"9394","Charged.Off"
"9395","Fully.Paid"
"9396","Fully.Paid"
"9397","Charged.Off"
"9398","Fully.Paid"
"9399","Fully.Paid"
"9400","Fully.Paid"
"9401","Fully.Paid"
"9402","Fully.Paid"
"9403","Charged.Off"
"9404","Fully.Paid"
"9405","Fully.Paid"
"9406","Fully.Paid"
"9407","Fully.Paid"
"9408","Fully.Paid"
"9409","Charged.Off"
"9410","Fully.Paid"
"9411","Fully.Paid"
"9412","Fully.Paid"
"9413","Fully.Paid"
"9414","Fully.Paid"
"9415","Fully.Paid"
"9416","Charged.Off"
"9417","Fully.Paid"
"9418","Fully.Paid"
"9419","Fully.Paid"
"9420","Fully.Paid"
"9421","Charged.Off"
"9422","Fully.Paid"
"9423","Fully.Paid"
"9424","Fully.Paid"
"9425","Fully.Paid"
"9426","Fully.Paid"
"9427","Fully.Paid"
"9428","Fully.Paid"
"9429","Fully.Paid"
"9430","Fully.Paid"
"9431","Charged.Off"
"9432","Fully.Paid"
"9433","Fully.Paid"
"9434","Charged.Off"
"9435","Fully.Paid"
"9436","Fully.Paid"
"9437","Fully.Paid"
"9438","Fully.Paid"
"9439","Fully.Paid"
"9440","Fully.Paid"
"9441","Fully.Paid"
"9442","Fully.Paid"
"9443","Fully.Paid"
"9444","Fully.Paid"
"9445","Fully.Paid"
"9446","Fully.Paid"
"9447","Fully.Paid"
"9448","Fully.Paid"
"9449","Fully.Paid"
"9450","Fully.Paid"
"9451","Fully.Paid"
"9452","Fully.Paid"
"9453","Fully.Paid"
"9454","Fully.Paid"
"9455","Fully.Paid"
"9456","Fully.Paid"
"9457","Fully.Paid"
"9458","Fully.Paid"
"9459","Fully.Paid"
"9460","Fully.Paid"
"9461","Fully.Paid"
"9462","Fully.Paid"
"9463","Fully.Paid"
"9464","Fully.Paid"
"9465","Fully.Paid"
"9466","Fully.Paid"
"9467","Fully.Paid"
"9468","Fully.Paid"
"9469","Fully.Paid"
"9470","Fully.Paid"
"9471","Fully.Paid"
"9472","Fully.Paid"
"9473","Fully.Paid"
"9474","Fully.Paid"
"9475","Fully.Paid"
"9476","Charged.Off"
"9477","Fully.Paid"
"9478","Fully.Paid"
"9479","Fully.Paid"
"9480","Fully.Paid"
"9481","Fully.Paid"
"9482","Fully.Paid"
"9483","Fully.Paid"
"9484","Fully.Paid"
"9485","Charged.Off"
"9486","Fully.Paid"
"9487","Fully.Paid"
"9488","Fully.Paid"
"9489","Fully.Paid"
"9490","Fully.Paid"
"9491","Fully.Paid"
"9492","Fully.Paid"
"9493","Fully.Paid"
"9494","Fully.Paid"
"9495","Charged.Off"
"9496","Fully.Paid"
"9497","Fully.Paid"
"9498","Fully.Paid"
"9499","Fully.Paid"
"9500","Fully.Paid"
"9501","Fully.Paid"
"9502","Fully.Paid"
"9503","Fully.Paid"
"9504","Fully.Paid"
"9505","Charged.Off"
"9506","Charged.Off"
"9507","Fully.Paid"
"9508","Charged.Off"
"9509","Fully.Paid"
"9510","Fully.Paid"
"9511","Fully.Paid"
"9512","Fully.Paid"
"9513","Charged.Off"
"9514","Fully.Paid"
"9515","Fully.Paid"
"9516","Fully.Paid"
"9517","Fully.Paid"
"9518","Fully.Paid"
"9519","Fully.Paid"
"9520","Charged.Off"
"9521","Fully.Paid"
"9522","Fully.Paid"
"9523","Fully.Paid"
"9524","Charged.Off"
"9525","Fully.Paid"
"9526","Fully.Paid"
"9527","Fully.Paid"
"9528","Fully.Paid"
"9529","Charged.Off"
"9530","Fully.Paid"
"9531","Fully.Paid"
"9532","Fully.Paid"
"9533","Fully.Paid"
"9534","Fully.Paid"
"9535","Fully.Paid"
"9536","Fully.Paid"
"9537","Charged.Off"
"9538","Fully.Paid"
"9539","Fully.Paid"
"9540","Fully.Paid"
"9541","Fully.Paid"
"9542","Fully.Paid"
"9543","Fully.Paid"
"9544","Fully.Paid"
"9545","Fully.Paid"
"9546","Fully.Paid"
"9547","Fully.Paid"
"9548","Fully.Paid"
"9549","Fully.Paid"
"9550","Fully.Paid"
"9551","Fully.Paid"
"9552","Fully.Paid"
"9553","Fully.Paid"
"9554","Fully.Paid"
"9555","Charged.Off"
"9556","Fully.Paid"
"9557","Fully.Paid"
"9558","Fully.Paid"
"9559","Fully.Paid"
"9560","Fully.Paid"
"9561","Fully.Paid"
"9562","Fully.Paid"
"9563","Fully.Paid"
"9564","Fully.Paid"
"9565","Fully.Paid"
"9566","Fully.Paid"
"9567","Fully.Paid"
"9568","Fully.Paid"
"9569","Fully.Paid"
"9570","Fully.Paid"
"9571","Fully.Paid"
"9572","Fully.Paid"
"9573","Charged.Off"
"9574","Charged.Off"
"9575","Fully.Paid"
"9576","Fully.Paid"
"9577","Fully.Paid"
"9578","Charged.Off"
"9579","Fully.Paid"
"9580","Fully.Paid"
"9581","Fully.Paid"
"9582","Fully.Paid"
"9583","Charged.Off"
"9584","Fully.Paid"
"9585","Charged.Off"
"9586","Charged.Off"
"9587","Fully.Paid"
"9588","Fully.Paid"
"9589","Fully.Paid"
"9590","Fully.Paid"
"9591","Fully.Paid"
"9592","Fully.Paid"
"9593","Fully.Paid"
"9594","Fully.Paid"
"9595","Fully.Paid"
"9596","Fully.Paid"
"9597","Fully.Paid"
"9598","Fully.Paid"
"9599","Fully.Paid"
"9600","Fully.Paid"
"9601","Fully.Paid"
"9602","Fully.Paid"
"9603","Fully.Paid"
"9604","Fully.Paid"
"9605","Fully.Paid"
"9606","Fully.Paid"
"9607","Fully.Paid"
"9608","Fully.Paid"
"9609","Fully.Paid"
"9610","Fully.Paid"
"9611","Fully.Paid"
"9612","Fully.Paid"
"9613","Fully.Paid"
"9614","Fully.Paid"
"9615","Fully.Paid"
"9616","Fully.Paid"
"9617","Charged.Off"
"9618","Fully.Paid"
"9619","Fully.Paid"
"9620","Fully.Paid"
"9621","Charged.Off"
"9622","Fully.Paid"
"9623","Fully.Paid"
"9624","Fully.Paid"
"9625","Fully.Paid"
"9626","Charged.Off"
"9627","Fully.Paid"
"9628","Fully.Paid"
"9629","Charged.Off"
"9630","Fully.Paid"
"9631","Fully.Paid"
"9632","Fully.Paid"
"9633","Fully.Paid"
"9634","Fully.Paid"
"9635","Fully.Paid"
"9636","Fully.Paid"
"9637","Charged.Off"
"9638","Fully.Paid"
"9639","Fully.Paid"
"9640","Charged.Off"
"9641","Charged.Off"
"9642","Fully.Paid"
"9643","Fully.Paid"
"9644","Charged.Off"
"9645","Fully.Paid"
"9646","Fully.Paid"
"9647","Fully.Paid"
"9648","Charged.Off"
"9649","Fully.Paid"
"9650","Fully.Paid"
"9651","Fully.Paid"
"9652","Fully.Paid"
"9653","Fully.Paid"
"9654","Fully.Paid"
"9655","Fully.Paid"
"9656","Fully.Paid"
"9657","Fully.Paid"
"9658","Fully.Paid"
"9659","Fully.Paid"
"9660","Fully.Paid"
"9661","Fully.Paid"
"9662","Fully.Paid"
"9663","Fully.Paid"
"9664","Fully.Paid"
"9665","Charged.Off"
"9666","Fully.Paid"
"9667","Fully.Paid"
"9668","Fully.Paid"
"9669","Fully.Paid"
"9670","Charged.Off"
"9671","Fully.Paid"
"9672","Fully.Paid"
"9673","Fully.Paid"
"9674","Fully.Paid"
"9675","Fully.Paid"
"9676","Fully.Paid"
"9677","Fully.Paid"
"9678","Fully.Paid"
"9679","Fully.Paid"
"9680","Fully.Paid"
"9681","Fully.Paid"
"9682","Fully.Paid"
"9683","Fully.Paid"
"9684","Fully.Paid"
"9685","Fully.Paid"
"9686","Charged.Off"
"9687","Charged.Off"
"9688","Fully.Paid"
"9689","Fully.Paid"
"9690","Fully.Paid"
"9691","Fully.Paid"
"9692","Fully.Paid"
"9693","Fully.Paid"
"9694","Fully.Paid"
"9695","Fully.Paid"
"9696","Charged.Off"
"9697","Charged.Off"
"9698","Fully.Paid"
"9699","Charged.Off"
"9700","Fully.Paid"
"9701","Fully.Paid"
"9702","Fully.Paid"
"9703","Fully.Paid"
"9704","Fully.Paid"
"9705","Fully.Paid"
"9706","Fully.Paid"
"9707","Fully.Paid"
"9708","Fully.Paid"
"9709","Fully.Paid"
"9710","Fully.Paid"
"9711","Fully.Paid"
"9712","Fully.Paid"
"9713","Charged.Off"
"9714","Charged.Off"
"9715","Fully.Paid"
"9716","Fully.Paid"
"9717","Fully.Paid"
"9718","Fully.Paid"
"9719","Fully.Paid"
"9720","Fully.Paid"
"9721","Fully.Paid"
"9722","Fully.Paid"
"9723","Fully.Paid"
"9724","Fully.Paid"
"9725","Fully.Paid"
"9726","Charged.Off"
"9727","Fully.Paid"
"9728","Fully.Paid"
"9729","Fully.Paid"
"9730","Fully.Paid"
"9731","Fully.Paid"
"9732","Fully.Paid"
"9733","Fully.Paid"
"9734","Fully.Paid"
"9735","Fully.Paid"
"9736","Charged.Off"
"9737","Fully.Paid"
"9738","Fully.Paid"
"9739","Fully.Paid"
"9740","Fully.Paid"
"9741","Charged.Off"
"9742","Fully.Paid"
"9743","Fully.Paid"
"9744","Fully.Paid"
"9745","Fully.Paid"
"9746","Charged.Off"
"9747","Fully.Paid"
"9748","Fully.Paid"
"9749","Fully.Paid"
"9750","Charged.Off"
"9751","Fully.Paid"
"9752","Fully.Paid"
"9753","Fully.Paid"
"9754","Fully.Paid"
"9755","Charged.Off"
"9756","Fully.Paid"
"9757","Fully.Paid"
"9758","Fully.Paid"
"9759","Fully.Paid"
"9760","Fully.Paid"
"9761","Fully.Paid"
"9762","Fully.Paid"
"9763","Fully.Paid"
"9764","Fully.Paid"
"9765","Fully.Paid"
"9766","Fully.Paid"
"9767","Fully.Paid"
"9768","Fully.Paid"
"9769","Fully.Paid"
"9770","Fully.Paid"
"9771","Fully.Paid"
"9772","Charged.Off"
"9773","Charged.Off"
"9774","Fully.Paid"
"9775","Fully.Paid"
"9776","Fully.Paid"
"9777","Fully.Paid"
"9778","Fully.Paid"
"9779","Charged.Off"
"9780","Charged.Off"
"9781","Fully.Paid"
"9782","Charged.Off"
"9783","Fully.Paid"
"9784","Fully.Paid"
"9785","Charged.Off"
"9786","Fully.Paid"
"9787","Fully.Paid"
"9788","Charged.Off"
"9789","Fully.Paid"
"9790","Fully.Paid"
"9791","Fully.Paid"
"9792","Fully.Paid"
"9793","Fully.Paid"
"9794","Fully.Paid"
"9795","Fully.Paid"
"9796","Charged.Off"
"9797","Fully.Paid"
"9798","Fully.Paid"
"9799","Fully.Paid"
"9800","Fully.Paid"
"9801","Fully.Paid"
"9802","Fully.Paid"
"9803","Fully.Paid"
"9804","Fully.Paid"
"9805","Fully.Paid"
"9806","Charged.Off"
"9807","Charged.Off"
"9808","Fully.Paid"
"9809","Fully.Paid"
"9810","Charged.Off"
"9811","Fully.Paid"
"9812","Fully.Paid"
"9813","Fully.Paid"
"9814","Fully.Paid"
"9815","Fully.Paid"
"9816","Fully.Paid"
"9817","Fully.Paid"
"9818","Fully.Paid"
"9819","Fully.Paid"
"9820","Fully.Paid"
"9821","Fully.Paid"
"9822","Fully.Paid"
"9823","Fully.Paid"
"9824","Fully.Paid"
"9825","Fully.Paid"
"9826","Fully.Paid"
"9827","Fully.Paid"
"9828","Fully.Paid"
"9829","Fully.Paid"
"9830","Fully.Paid"
"9831","Fully.Paid"
"9832","Fully.Paid"
"9833","Charged.Off"
"9834","Fully.Paid"
"9835","Fully.Paid"
"9836","Fully.Paid"
"9837","Fully.Paid"
"9838","Fully.Paid"
"9839","Fully.Paid"
"9840","Charged.Off"
"9841","Fully.Paid"
"9842","Fully.Paid"
"9843","Fully.Paid"
"9844","Fully.Paid"
"9845","Fully.Paid"
"9846","Fully.Paid"
"9847","Fully.Paid"
"9848","Fully.Paid"
"9849","Fully.Paid"
"9850","Fully.Paid"
"9851","Charged.Off"
"9852","Fully.Paid"
"9853","Fully.Paid"
"9854","Fully.Paid"
"9855","Fully.Paid"
"9856","Fully.Paid"
"9857","Fully.Paid"
"9858","Fully.Paid"
"9859","Fully.Paid"
"9860","Fully.Paid"
"9861","Charged.Off"
"9862","Fully.Paid"
"9863","Fully.Paid"
"9864","Fully.Paid"
"9865","Fully.Paid"
"9866","Fully.Paid"
"9867","Fully.Paid"
"9868","Fully.Paid"
"9869","Charged.Off"
"9870","Fully.Paid"
"9871","Charged.Off"
"9872","Fully.Paid"
"9873","Fully.Paid"
"9874","Fully.Paid"
"9875","Fully.Paid"
"9876","Fully.Paid"
"9877","Fully.Paid"
"9878","Fully.Paid"
"9879","Fully.Paid"
"9880","Fully.Paid"
"9881","Charged.Off"
"9882","Fully.Paid"
"9883","Charged.Off"
"9884","Fully.Paid"
"9885","Fully.Paid"
"9886","Fully.Paid"
"9887","Charged.Off"
"9888","Fully.Paid"
"9889","Fully.Paid"
"9890","Charged.Off"
"9891","Fully.Paid"
"9892","Fully.Paid"
"9893","Fully.Paid"
"9894","Fully.Paid"
"9895","Fully.Paid"
"9896","Fully.Paid"
"9897","Fully.Paid"
"9898","Fully.Paid"
"9899","Fully.Paid"
"9900","Fully.Paid"
"9901","Fully.Paid"
"9902","Fully.Paid"
"9903","Fully.Paid"
"9904","Fully.Paid"
"9905","Fully.Paid"
"9906","Fully.Paid"
"9907","Fully.Paid"
